Actual Time,Run Time,Date Time,Temperature_MS8607,Temperature_DHT22,Humidity_MS8607,Humidity_DHT22,Pressure,Dust_PM10Standard,Dust_PM25Standard,Dust_PM100Standard,Dust_PM10Env,Dust_PM25Env,Dust_PM100Env,Dust_Particles03um,Dust_Particles05um,Dust_Particles10um,Dust_Particles25um,Dust_Particles50um,Dust_Particles100,VolatileOrganicCompounds_eCO2,VolatileOrganicCompounds_TVOC
1643673757.3605545,445185.344124794,2022-01-31 17:02:37.360569,19.87,18.8,-6.0,1.0,669.2700154051801,0,0,0,0,0,0,0,0,0,0,0,0,575,25
1643673758.1277392,445186.11131191254,2022-01-31 17:02:38.127765,19.87,18.8,-6.0,1.0,669.2100140590201,0,0,0,0,0,0,0,0,0,0,0,0,574,21
1643673759.231178,445187.21474289894,2022-01-31 17:02:39.231192,19.87,18.8,-6.0,1.0,669.2700154051801,0,0,0,0,0,0,0,0,0,0,0,0,571,25
1643673759.9954023,445187.97896814346,2022-01-31 17:02:39.995416,19.87,18.8,-6.0,1.0,669.28501574172,0,0,0,0,0,0,0,0,0,0,0,0,569,25
1643673760.7603388,445188.74389982224,2022-01-31 17:02:40.760351,19.87,18.8,-6.0,1.0,669.21751422729,0,0,0,0,0,0,0,0,0,0,0,0,574,24
1643673761.8409634,445189.82453632355,2022-01-31 17:02:41.840976,19.87,18.8,-6.0,1.0,669.2700154051801,0,0,0,0,0,0,0,0,0,0,0,0,568,20
1643673762.6306558,445190.61422133446,2022-01-31 17:02:42.630669,19.87,18.8,-6.0,1.0,669.28501574172,0,0,0,0,0,0,0,0,0,0,0,0,565,27
1643673763.4513578,445191.4349308014,2022-01-31 17:02:43.451371,19.87,18.9,-6.0,1.0,669.21751422729,0,0,0,0,0,0,0,0,0,0,0,0,567,25
1643673764.4827666,445192.46634173393,2022-01-31 17:02:44.482791,19.87,18.9,-6.0,1.0,669.28501574172,0,0,0,0,0,0,0,0,0,0,0,0,572,26
1643673765.3069177,445193.29009485245,2022-01-31 17:02:45.306952,19.87,18.9,-6.0,1.0,669.2700154051801,0,0,0,0,0,0,0,0,0,0,0,0,576,24
1643673766.0766196,445194.0601859093,2022-01-31 17:02:46.076633,19.87,18.9,-6.0,1.0,669.21751422729,0,0,0,0,0,0,0,0,0,0,0,0,571,27
1643673767.1526942,445195.13627147675,2022-01-31 17:02:47.152706,19.87,18.9,-6.0,1.0,669.2700154051801,0,0,0,0,0,0,0,0,0,0,0,0,576,25
1643673767.933579,445195.91714572906,2022-01-31 17:02:47.933592,19.87,18.9,-6.0,1.0,669.2700154051801,0,0,0,0,0,0,0,0,0,0,0,0,575,30
1643673768.714403,445196.6979691982,2022-01-31 17:02:48.714417,19.87,18.9,-6.0,1.0,669.2100140590201,0,0,0,0,0,0,0,0,0,0,0,0,576,25
1643673769.791973,445197.77554678917,2022-01-31 17:02:49.791986,19.87,18.9,-6.0,1.0,669.2700154051801,0,0,0,0,0,0,0,0,0,0,0,0,581,30
1643673770.5588765,445198.54244947433,2022-01-31 17:02:50.558903,19.87,18.9,-6.0,1.0,669.28501574172,0,0,0,0,0,0,0,0,0,0,0,0,574,23
1643673771.3859587,445199.3695371151,2022-01-31 17:02:51.385971,19.87,18.9,-6.0,1.0,669.21751422729,0,0,0,0,0,0,0,0,0,0,0,0,567,22
1643673772.4192019,445200.40277314186,2022-01-31 17:02:52.419215,19.87,18.9,-6.0,1.0,669.2700154051801,0,0,0,0,0,0,0,0,0,0,0,0,574,33
1643673773.2472832,445201.23084640503,2022-01-31 17:02:53.247297,19.87,18.9,-6.0,1.0,669.2700154051801,0,0,0,0,0,0,0,0,0,0,0,0,574,35
1643673774.0168324,445202.00040745735,2022-01-31 17:02:54.016844,19.87,18.8,-6.0,1.0,669.2100140590201,0,0,0,0,0,0,0,0,0,0,0,0,568,20
1643673775.111937,445203.09550333023,2022-01-31 17:02:55.111953,19.87,18.8,-6.0,1.0,669.2700154051801,0,0,0,0,0,0,0,0,0,0,0,0,572,30
1643673775.876626,445203.8601806164,2022-01-31 17:02:55.876640,19.87,18.8,-6.0,1.0,669.2700154051801,0,0,0,0,0,0,0,0,0,0,0,0,582,28
1643673776.6593006,445204.642870903,2022-01-31 17:02:56.659314,19.87,18.9,-6.0,1.0,669.29251590999,0,0,0,0,0,0,0,0,0,0,0,0,571,25
1643673777.741417,445205.72497820854,2022-01-31 17:02:57.741433,19.87,18.9,-6.0,1.0,669.3450170878801,0,0,0,0,0,0,0,0,0,0,0,0,577,21
1643673778.525841,445206.5094072819,2022-01-31 17:02:58.525856,19.87,18.9,-6.0,1.0,669.28501574172,0,0,0,0,0,0,0,0,0,0,0,0,567,24
1643673779.3397808,445207.32335209846,2022-01-31 17:02:59.339794,19.87,18.9,-6.0,1.0,669.28501574172,0,0,0,0,0,0,0,0,0,0,0,0,575,23
1643673780.3641572,445208.3477244377,2022-01-31 17:03:00.364172,19.87,18.9,-6.0,1.0,669.3450170878801,0,0,0,0,0,0,0,0,0,0,0,0,580,21
1643673781.1826975,445209.16626787186,2022-01-31 17:03:01.182711,19.87,18.9,-6.0,1.0,669.2700154051801,0,0,0,0,0,0,0,0,0,0,0,0,576,25
1643673781.9471197,445209.9306704998,2022-01-31 17:03:01.947134,19.87,18.9,-6.0,1.0,669.29251590999,0,0,0,0,0,0,0,0,0,0,0,0,568,26
1643673782.977778,445210.9613516331,2022-01-31 17:03:02.977792,19.87,18.9,-6.0,1.0,669.2700154051801,0,0,0,0,0,0,0,0,0,0,0,0,555,19
1643673783.798563,445211.7821214199,2022-01-31 17:03:03.798578,19.87,18.9,-6.0,1.0,669.28501574172,0,0,0,0,0,0,0,0,0,0,0,0,566,28
1643673784.5890312,445212.572599411,2022-01-31 17:03:04.589045,19.87,18.9,-6.0,1.0,669.21751422729,0,0,0,0,0,0,0,0,0,0,0,0,565,21
1643673785.6618314,445213.64539289474,2022-01-31 17:03:05.661846,19.87,18.9,-6.0,1.0,669.2700154051801,0,0,0,0,0,0,0,0,0,0,0,0,569,25
1643673786.4458876,445214.429456234,2022-01-31 17:03:06.445902,19.87,18.9,-6.0,1.0,669.2100140590201,0,0,0,0,0,0,0,0,0,0,0,0,574,24
1643673787.2675393,445215.25111460686,2022-01-31 17:03:07.267552,19.87,18.9,-6.0,1.0,669.21751422729,0,0,0,0,0,0,0,0,0,0,0,0,578,25
1643673788.3007858,445216.28436279297,2022-01-31 17:03:08.300798,19.87,18.9,-6.0,1.0,669.2700154051801,0,0,0,0,0,0,0,0,0,0,0,0,572,25
1643673789.1193843,445217.10295295715,2022-01-31 17:03:09.119398,19.87,18.9,-6.0,1.0,669.28501574172,0,0,0,0,0,0,0,0,0,0,0,0,570,21
